conversation,FC_res,Func Name,Args
"[
  {
    ""role"": ""user"",
    ""content"": ""I'm looking for a song""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide a song name""
  },
  {
    ""role"": ""user"",
    ""content"": ""Tao Heung""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""Tao Heung""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide singer name and popularity requirements""
  },
  {
    ""role"": ""user"",
    ""content"": ""The singer is Jay Chou, and the heat is very demanding.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""Tao Heung"",
        ""singer_name"": ""Jay Chou.""
      }
    }
  }
]","[
  {
    ""input"": ""user:I'm looking for a song"",
    ""predict"": ""Sorry, no tool is suitable for your request."",
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:I'm looking for a song\nassistant:Please provide a song name\nuser:Tao Heung"",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""Tao Heung""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""Tao Heung""
      }
    }
  },
  {
    ""input"": ""user:I'm looking for a song\nassistant:Please provide a song name\nuser:Tao Heung\nassistant:Please provide singer name and popularity requirements\nuser:The singer is Jay Chou, and the heat is very demanding."",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""Tao Heung"",
        ""singer_name"": ""Jay Chou""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""Tao Heung"",
        ""singer_name"": ""Jay Chou.""
      }
    }
  }
]",False,"[False, True, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Search Tracks""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide Song Name Artist Name Popularity Range""
  },
  {
    ""role"": ""user"",
    ""content"": ""The song is \""Actor\"", the singer is Xue Zhiqian, and the popularity range is expected to be in the popular range.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""Actors""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide singer name and popularity requirements""
  },
  {
    ""role"": ""user"",
    ""content"": ""The singer is Xue Zhiqian, and the popularity requirement is the hottest song at present.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""Actors"",
        ""singer_name"": ""Joker Xue""
      }
    }
  }
]","[
  {
    ""input"": ""user:Search Tracks"",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {}
    },
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Search Tracks\nassistant:Please provide Song Name Artist Name Popularity Range\nuser:The song is \""Actor\"", the singer is Xue Zhiqian, and the popularity range is expected to be in the popular range."",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""Actor"",
        ""singer_name"": ""Xue Zhiqian""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""Actors""
      }
    }
  },
  {
    ""input"": ""user:Search Tracks\nassistant:Please provide Song Name Artist Name Popularity Range\nuser:The song is \""Actor\"", the singer is Xue Zhiqian, and the popularity range is expected to be in the popular range.\nassistant:Please provide singer name and popularity requirements\nuser:The singer is Xue Zhiqian, and the popularity requirement is the hottest song at present."",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""Actor"",
        ""singer_name"": ""Xue Zhiqian""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""Actors"",
        ""singer_name"": ""Joker Xue""
      }
    }
  }
]",True,"[True, False, False]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Add a few new songs to my playlist""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.addSongForPlaylist"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""What's the name of the song?""
  },
  {
    ""role"": ""user"",
    ""content"": ""The last song I heard was Lover, have you heard it?""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.addSongForPlaylist"",
      ""arguments"": {
        ""song_name"": ""Lover""
      }
    }
  }
]","[
  {
    ""input"": ""user:Add a few new songs to my playlist"",
    ""predict"": ""Sorry, no tool is suitable for your request."",
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.addSongForPlaylist"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Add a few new songs to my playlist\nassistant:What's the name of the song?\nuser:The last song I heard was Lover, have you heard it?"",
    ""predict"": ""Sorry, no tool is suitable for your request."",
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.addSongForPlaylist"",
      ""arguments"": {
        ""song_name"": ""Lover""
      }
    }
  }
]",False,"[False, False]"
"[
  {
    ""role"": ""user"",
    ""content"": ""What exactly is that concert?""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""What is the name of the concert?""
  },
  {
    ""role"": ""user"",
    ""content"": ""Mayday Concert""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {
        ""name"": ""Mayday Concert""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""What are the location and dates of the concert?""
  },
  {
    ""role"": ""user"",
    ""content"": ""The concert will be held in Shanghai on the 15th of next month.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {
        ""name"": ""Mayday Concert"",
        ""location"": ""Shanghai""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""What are the dates of the concert?""
  },
  {
    ""role"": ""user"",
    ""content"": ""The date of the concert is December 25, 2023, Christmas Day.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {
        ""name"": ""Mayday Concert"",
        ""location"": ""Shanghai"",
        ""date"": ""December 25, 2023""
      }
    }
  }
]","[
  {
    ""input"": ""user:What exactly is that concert?"",
    ""predict"": ""Sorry, no tool is suitable for your request."",
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:What exactly is that concert?\nassistant:What is the name of the concert?\nuser:Mayday Concert"",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {
        ""name"": ""Mayday Concert""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {
        ""name"": ""Mayday Concert""
      }
    }
  },
  {
    ""input"": ""user:What exactly is that concert?\nassistant:What is the name of the concert?\nuser:Mayday Concert\nassistant:What are the location and dates of the concert?\nuser:The concert will be held in Shanghai on the 15th of next month."",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {
        ""name"": ""Mayday Concert"",
        ""location"": ""Shanghai"",
        ""date"": ""15th of next month""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {
        ""name"": ""Mayday Concert"",
        ""location"": ""Shanghai""
      }
    }
  },
  {
    ""input"": ""user:What exactly is that concert?\nassistant:What is the name of the concert?\nuser:Mayday Concert\nassistant:What are the location and dates of the concert?\nuser:The concert will be held in Shanghai on the 15th of next month.\nassistant:What are the dates of the concert?\nuser:The date of the concert is December 25, 2023, Christmas Day."",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {
        ""name"": ""Mayday Concert"",
        ""location"": ""Shanghai"",
        ""date"": ""December 25, 2023""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {
        ""name"": ""Mayday Concert"",
        ""location"": ""Shanghai"",
        ""date"": ""December 25, 2023""
      }
    }
  }
]",False,"[False, True, False, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Get concert details""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""What is the name of the concert?""
  },
  {
    ""role"": ""user"",
    ""content"": ""It was Jay Chou's concert.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {
        ""name"": ""Jay Chou Concert""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""What are the concert locations and dates?""
  },
  {
    ""role"": ""user"",
    ""content"": ""The concert was held in Beijing on July 15.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {
        ""name"": ""Jay Chou Concert"",
        ""location"": ""Beijing""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""What are the dates of the concert?""
  },
  {
    ""role"": ""user"",
    ""content"": ""The date of the concert is September 10, 2023, and I have arranged it.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {
        ""name"": ""Jay Chou Concert"",
        ""location"": ""Beijing"",
        ""date"": ""September 10, 2023""
      }
    }
  }
]","[
  {
    ""input"": ""user:Get concert details"",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {}
    },
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Get concert details\nassistant:What is the name of the concert?\nuser:It was Jay Chou's concert."",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {
        ""name"": ""Jay Chou's concert""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {
        ""name"": ""Jay Chou Concert""
      }
    }
  },
  {
    ""input"": ""user:Get concert details\nassistant:What is the name of the concert?\nuser:It was Jay Chou's concert.\nassistant:What are the concert locations and dates?\nuser:The concert was held in Beijing on July 15."",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {
        ""name"": ""Jay Chou's concert"",
        ""location"": ""Beijing"",
        ""date"": ""July 15""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {
        ""name"": ""Jay Chou Concert"",
        ""location"": ""Beijing""
      }
    }
  },
  {
    ""input"": ""user:Get concert details\nassistant:What is the name of the concert?\nuser:It was Jay Chou's concert.\nassistant:What are the concert locations and dates?\nuser:The concert was held in Beijing on July 15.\nassistant:What are the dates of the concert?\nuser:The date of the concert is September 10, 2023, and I have arranged it."",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {
        ""name"": ""Jay Chou's concert"",
        ""location"": ""Beijing"",
        ""date"": ""September 10, 2023""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertInfo"",
      ""arguments"": {
        ""name"": ""Jay Chou Concert"",
        ""location"": ""Beijing"",
        ""date"": ""September 10, 2023""
      }
    }
  }
]",True,"[True, False, False, False]"
"[
  {
    ""role"": ""user"",
    ""content"": ""What concerts can I see?""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertList"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide singer name""
  },
  {
    ""role"": ""user"",
    ""content"": ""Joker Xue""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertList"",
      ""arguments"": {
        ""singer_name"": ""Joker Xue""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""What are the location and dates of the concert?""
  },
  {
    ""role"": ""user"",
    ""content"": ""The concert was held in Nanjing on the 15th of next month.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertList"",
      ""arguments"": {
        ""singer_name"": ""Joker Xue"",
        ""location"": ""Nanjing""
      }
    }
  }
]","[
  {
    ""input"": ""user:What concerts can I see?"",
    ""predict"": ""Sorry, no tool is suitable for your request."",
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertList"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:What concerts can I see?\nassistant:Please provide singer name\nuser:Joker Xue"",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertList"",
      ""arguments"": {
        ""singer_name"": ""Joker Xue""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertList"",
      ""arguments"": {
        ""singer_name"": ""Joker Xue""
      }
    }
  },
  {
    ""input"": ""user:What concerts can I see?\nassistant:Please provide singer name\nuser:Joker Xue\nassistant:What are the location and dates of the concert?\nuser:The concert was held in Nanjing on the 15th of next month."",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertList"",
      ""arguments"": {
        ""singer_name"": ""Joker Xue"",
        ""location"": ""Nanjing"",
        ""date"": ""15th of next month""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.getConcertList"",
      ""arguments"": {
        ""singer_name"": ""Joker Xue"",
        ""location"": ""Nanjing""
      }
    }
  }
]",False,"[False, True, False]"
"[
  {
    ""role"": ""user"",
    ""content"": ""I listened to a song and couldn't help but comment.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.commentMusic"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""What's the name of the song?""
  },
  {
    ""role"": ""user"",
    ""content"": ""The song name is Nocturne""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.commentMusic"",
      ""arguments"": {
        ""name"": ""Nocturnes""
      }
    }
  }
]","[
  {
    ""input"": ""user:I listened to a song and couldn't help but comment."",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.commentMusic"",
      ""arguments"": {}
    },
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.commentMusic"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:I listened to a song and couldn't help but comment.\nassistant:What's the name of the song?\nuser:The song name is Nocturne"",
    ""predict"": ""What would you like to comment about the song \""Nocturne\""?"",
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.commentMusic"",
      ""arguments"": {
        ""name"": ""Nocturnes""
      }
    }
  }
]",True,"[True, False]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Search radio songs""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.RadioStations.radioSearchSongs"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide a song name""
  },
  {
    ""role"": ""user"",
    ""content"": ""I want to hear the Lemon song.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.RadioStations.radioSearchSongs"",
      ""arguments"": {
        ""song_name"": ""Lemon""
      }
    }
  }
]","[
  {
    ""input"": ""user:Search radio songs"",
    ""predict"": {
      ""name"": ""MusicRadio.RadioStations.radioSearchSongs"",
      ""arguments"": {}
    },
    ""label"": {
      ""name"": ""MusicRadio.RadioStations.radioSearchSongs"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Search radio songs\nassistant:Please provide a song name\nuser:I want to hear the Lemon song."",
    ""predict"": {
      ""name"": ""MusicRadio.RadioStations.radioSearchSongs"",
      ""arguments"": {
        ""song_name"": ""Lemon""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.RadioStations.radioSearchSongs"",
      ""arguments"": {
        ""song_name"": ""Lemon""
      }
    }
  }
]",True,"[True, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Find me some radio songs""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.RadioStations.radioSearchSongs"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide a song name""
  },
  {
    ""role"": ""user"",
    ""content"": ""Done, I love this song.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.RadioStations.radioSearchSongs"",
      ""arguments"": {
        ""song_name"": ""Completion""
      }
    }
  }
]","[
  {
    ""input"": ""user:Find me some radio songs"",
    ""predict"": ""Sorry, no tool is suitable for your request."",
    ""label"": {
      ""name"": ""MusicRadio.RadioStations.radioSearchSongs"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Find me some radio songs\nassistant:Please provide a song name\nuser:Done, I love this song."",
    ""predict"": {
      ""name"": ""MusicRadio.RadioStations.radioSearchSongs"",
      ""arguments"": {
        ""song_name"": ""Done, I love this song""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.RadioStations.radioSearchSongs"",
      ""arguments"": {
        ""song_name"": ""Completion""
      }
    }
  }
]",False,"[False, False]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Learn more about this song""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.RadioStations.radioGetSongDetails"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide a song name""
  },
  {
    ""role"": ""user"",
    ""content"": ""Nocturnes""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.RadioStations.radioGetSongDetails"",
      ""arguments"": {
        ""name"": ""Nocturnes""
      }
    }
  }
]","[
  {
    ""input"": ""user:Learn more about this song"",
    ""predict"": ""Sorry, no tool is suitable for your request."",
    ""label"": {
      ""name"": ""MusicRadio.RadioStations.radioGetSongDetails"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Learn more about this song\nassistant:Please provide a song name\nuser:Nocturnes"",
    ""predict"": {
      ""name"": ""MusicRadio.RadioStations.radioGetSongDetails"",
      ""arguments"": {
        ""name"": ""Nocturnes""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.RadioStations.radioGetSongDetails"",
      ""arguments"": {
        ""name"": ""Nocturnes""
      }
    }
  }
]",False,"[False, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Add songs to my playlist""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.RadioStations.radioAddSongToPlaylist"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide a song title""
  },
  {
    ""role"": ""user"",
    ""content"": ""The song is called \""Lemon\"".""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.RadioStations.radioAddSongToPlaylist"",
      ""arguments"": {
        ""song_name"": ""Lemon""
      }
    }
  }
]","[
  {
    ""input"": ""user:Add songs to my playlist"",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.addSongForPlaylist"",
      ""arguments"": {}
    },
    ""label"": {
      ""name"": ""MusicRadio.RadioStations.radioAddSongToPlaylist"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Add songs to my playlist\nassistant:Please provide a song title\nuser:The song is called \""Lemon\""."",
    ""predict"": {
      ""name"": ""MusicRadio.RadioStations.radioAddSongToPlaylist"",
      ""arguments"": {
        ""song_name"": ""Lemon""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.RadioStations.radioAddSongToPlaylist"",
      ""arguments"": {
        ""song_name"": ""Lemon""
      }
    }
  }
]",False,"[True, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Remove a song from a radio playlist""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.RadioStations.radioRemoveSongFromPlaylist"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide a song name to remove""
  },
  {
    ""role"": ""user"",
    ""content"": ""Piano Composition of the Night 5""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.RadioStations.radioRemoveSongFromPlaylist"",
      ""arguments"": {
        ""song_name"": ""Piano Composition of the Night 5""
      }
    }
  }
]","[
  {
    ""input"": ""user:Remove a song from a radio playlist"",
    ""predict"": {
      ""name"": ""MusicRadio.RadioStations.radioRemoveSongFromPlaylist"",
      ""arguments"": {}
    },
    ""label"": {
      ""name"": ""MusicRadio.RadioStations.radioRemoveSongFromPlaylist"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Remove a song from a radio playlist\nassistant:Please provide a song name to remove\nuser:Piano Composition of the Night 5"",
    ""predict"": {
      ""name"": ""MusicRadio.RadioStations.radioRemoveSongFromPlaylist"",
      ""arguments"": {
        ""song_name"": ""Piano Composition of the Night 5""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.RadioStations.radioRemoveSongFromPlaylist"",
      ""arguments"": {
        ""song_name"": ""Piano Composition of the Night 5""
      }
    }
  }
]",True,"[True, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Delete a song in a playlist""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.RadioStations.radioRemoveSongFromPlaylist"",
      ""arguments"": {}
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide the name of the song that needs to be removed from the playlist""
  },
  {
    ""role"": ""user"",
    ""content"": ""Piano Composition of the Night 5""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.RadioStations.radioRemoveSongFromPlaylist"",
      ""arguments"": {
        ""song_name"": ""Piano Composition of the Night 5""
      }
    }
  }
]","[
  {
    ""input"": ""user:Delete a song in a playlist"",
    ""predict"": {
      ""name"": ""MusicRadio.RadioStations.radioRemoveSongFromPlaylist"",
      ""arguments"": {}
    },
    ""label"": {
      ""name"": ""MusicRadio.RadioStations.radioRemoveSongFromPlaylist"",
      ""arguments"": {}
    }
  },
  {
    ""input"": ""user:Delete a song in a playlist\nassistant:Please provide the name of the song that needs to be removed from the playlist\nuser:Piano Composition of the Night 5"",
    ""predict"": {
      ""name"": ""MusicRadio.RadioStations.radioRemoveSongFromPlaylist"",
      ""arguments"": {
        ""song_name"": ""Piano Composition of the Night 5""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.RadioStations.radioRemoveSongFromPlaylist"",
      ""arguments"": {
        ""song_name"": ""Piano Composition of the Night 5""
      }
    }
  }
]",True,"[True, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""I am reporting a traffic accident near Beijing Chaoyang Park""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.TrafficViolations.reportAccident"",
      ""arguments"": {
        ""location"": ""Near Chaoyang Park, Beijing""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide the license plate number""
  },
  {
    ""role"": ""user"",
    ""content"": ""My license plate number is Su E67890, there is a small problem.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.TrafficViolations.reportAccident"",
      ""arguments"": {
        ""location"": ""Near Chaoyang Park, Beijing"",
        ""plate_number"": ""Su E67890""
      }
    }
  }
]","[
  {
    ""input"": ""user:I am reporting a traffic accident near Beijing Chaoyang Park"",
    ""predict"": {
      ""name"": ""Navigation.TrafficViolations.reportAccident"",
      ""arguments"": {
        ""location"": ""Beijing Chaoyang Park""
      }
    },
    ""label"": {
      ""name"": ""Navigation.TrafficViolations.reportAccident"",
      ""arguments"": {
        ""location"": ""Near Chaoyang Park, Beijing""
      }
    }
  },
  {
    ""input"": ""user:I am reporting a traffic accident near Beijing Chaoyang Park\nassistant:Please provide the license plate number\nuser:My license plate number is Su E67890, there is a small problem."",
    ""predict"": {
      ""name"": ""Navigation.TrafficViolations.reportAccident"",
      ""arguments"": {
        ""plate_number"": ""Su E67890"",
        ""location"": ""Beijing Chaoyang Park""
      }
    },
    ""label"": {
      ""name"": ""Navigation.TrafficViolations.reportAccident"",
      ""arguments"": {
        ""location"": ""Near Chaoyang Park, Beijing"",
        ""plate_number"": ""Su E67890""
      }
    }
  }
]",True,"[False, False]"
"[
  {
    ""role"": ""user"",
    ""content"": ""There is a car illegally parked at 22 Shanghai Bund, please deal with it""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.TrafficViolations.reportAccident"",
      ""arguments"": {
        ""location"": ""22 Shanghai Bund""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide the license plate number""
  },
  {
    ""role"": ""user"",
    ""content"": ""My license plate number is Beijing C98765.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.TrafficViolations.reportAccident"",
      ""arguments"": {
        ""location"": ""22 Shanghai Bund"",
        ""plate_number"": ""Beijing C98765""
      }
    }
  }
]","[
  {
    ""input"": ""user:There is a car illegally parked at 22 Shanghai Bund, please deal with it"",
    ""predict"": {
      ""name"": ""Navigation.TrafficViolations.reportAccident"",
      ""arguments"": {
        ""location"": ""22 Shanghai Bund""
      }
    },
    ""label"": {
      ""name"": ""Navigation.TrafficViolations.reportAccident"",
      ""arguments"": {
        ""location"": ""22 Shanghai Bund""
      }
    }
  },
  {
    ""input"": ""user:There is a car illegally parked at 22 Shanghai Bund, please deal with it\nassistant:Please provide the license plate number\nuser:My license plate number is Beijing C98765."",
    ""predict"": {
      ""name"": ""Navigation.TrafficViolations.reportAccident"",
      ""arguments"": {
        ""plate_number"": ""Beijing C98765"",
        ""location"": ""22 Shanghai Bund""
      }
    },
    ""label"": {
      ""name"": ""Navigation.TrafficViolations.reportAccident"",
      ""arguments"": {
        ""location"": ""22 Shanghai Bund"",
        ""plate_number"": ""Beijing C98765""
      }
    }
  }
]",True,"[True, True]"
